timestamp,zone,crowd_count,zone_capacity,density_ratio,avg_wait_time,entry_rate,exit_rate,temperature,hour,day_of_week,event_type,risk_level
2025-01-05 09:40:00,Gate A,852,1000,0.852,20.7,92,91,30.9,9,6,Special Event,High
2025-01-05 09:50:00,Emergency Exit,125,600,0.208,8.4,11,21,31.9,9,6,Maintenance Window,Low
2025-01-05 10:00:00,Prayer Area,376,800,0.47,16.8,33,17,31.7,10,6,Normal Day,Low
2025-01-05 10:10:00,Gate B,747,1000,0.747,20.7,73,69,30.1,10,6,Peak Hour,High
2025-01-05 10:20:00,Main Hall,3110,4000,0.777,20.4,70,66,32.9,10,6,Peak Hour,High
2025-01-05 10:30:00,Prayer Area,670,800,0.838,20.7,96,88,29.7,10,6,Peak Hour,High
2025-01-05 10:40:00,Food Court,1422,1200,1.185,31.7,120,96,42.1,10,6,Special Event,High
2025-01-05 10:50:00,Service Corridor,215,500,0.43,18.8,66,57,32.6,10,6,Normal Day,Medium
2025-01-05 11:00:00,Prayer Area,739,800,0.924,25.5,96,100,40.2,11,6,Weather Disruption,High
2025-01-05 11:10:00,Gate B,755,1000,0.755,25.7,70,81,36.4,11,6,Weather Disruption,High
2025-01-05 11:20:00,Service Corridor,503,500,1.006,23.2,118,75,27.6,11,6,Special Event,High
2025-01-05 11:30:00,Main Hall,1425,4000,0.356,7.4,58,37,34.0,11,6,Maintenance Window,Low
2025-01-05 11:40:00,Gate B,922,1000,0.922,21.3,79,93,36.7,11,6,Weather Disruption,High
2025-01-05 11:50:00,Parking Area,1507,1500,1.005,26.4,128,123,29.2,11,6,Special Event,High
2025-01-05 12:00:00,Emergency Exit,247,600,0.412,14.0,50,53,35.2,12,6,Normal Day,Low
2025-01-05 12:10:00,Emergency Exit,553,600,0.922,22.2,118,116,31.5,12,6,Peak Hour,High
2025-01-05 12:20:00,Emergency Exit,539,600,0.898,24.9,82,75,24.5,12,6,Peak Hour,High
2025-01-05 12:30:00,Gate B,932,1000,0.932,18.9,82,79,30.1,12,6,Peak Hour,Medium
2025-01-05 12:40:00,Service Corridor,428,500,0.856,20.4,105,98,34.6,12,6,Weather Disruption,High
2025-01-05 12:50:00,Parking Area,1875,1500,1.25,32.6,130,124,23.7,12,6,Special Event,High
2025-01-05 13:00:00,Parking Area,1395,1500,0.93,23.8,104,90,14.6,13,6,Peak Hour,High
2025-01-05 13:10:00,Food Court,706,1200,0.588,16.6,84,93,32.2,13,6,Normal Day,Medium
2025-01-05 13:20:00,Service Corridor,154,500,0.308,3.5,33,48,28.2,13,6,Maintenance Window,Low
2025-01-05 13:30:00,Parking Area,1873,1500,1.249,30.6,130,119,37.5,13,6,Special Event,High
2025-01-05 13:40:00,Prayer Area,696,800,0.87,25.7,117,103,28.5,13,6,Peak Hour,High
2025-01-05 13:50:00,Main Hall,1493,4000,0.373,13.2,60,97,33.7,13,6,Maintenance Window,Low
2025-01-05 14:00:00,Main Hall,2355,4000,0.589,16.6,62,46,36.5,14,6,Normal Day,Medium
2025-01-05 14:10:00,Food Court,988,1200,0.823,28.1,82,74,35.2,14,6,Weather Disruption,High
2025-01-05 14:20:00,Food Court,899,1200,0.749,28.7,98,63,29.8,14,6,Peak Hour,High
2025-01-05 14:30:00,Emergency Exit,654,600,1.09,29.1,95,94,26.5,14,6,Peak Hour,High
2025-01-05 14:40:00,Emergency Exit,130,600,0.217,6.1,19,25,24.0,14,6,Maintenance Window,Low
2025-01-05 14:50:00,Service Corridor,377,500,0.754,18.8,108,102,42.4,14,6,Weather Disruption,High
2025-01-05 15:00:00,Service Corridor,461,500,0.922,24.1,99,87,28.8,15,6,Special Event,High
2025-01-05 15:10:00,Food Court,1062,1200,0.885,22.1,97,80,25.7,15,6,Peak Hour,High
2025-01-05 15:20:00,Service Corridor,193,500,0.386,7.6,46,58,26.5,15,6,Normal Day,Medium
2025-01-05 15:30:00,Prayer Area,748,800,0.935,27.0,121,112,25.2,15,6,Weather Disruption,High
2025-01-05 15:40:00,Parking Area,1562,1500,1.041,27.7,135,121,34.0,15,6,Special Event,High
2025-01-05 15:50:00,Parking Area,1825,1500,1.217,31.1,112,84,26.8,15,6,Special Event,High
2025-01-05 16:00:00,Parking Area,832,1500,0.555,15.6,69,92,39.5,16,6,Weather Disruption,Medium
2025-01-05 16:10:00,Gate B,352,1000,0.352,12.8,52,52,35.4,16,6,Maintenance Window,Low
2025-01-05 16:20:00,Prayer Area,725,800,0.906,18.5,113,109,32.9,16,6,Special Event,High
2025-01-05 16:30:00,Main Hall,3476,4000,0.869,24.8,114,86,35.5,16,6,Special Event,High
2025-01-05 16:40:00,Gate A,563,1000,0.563,19.0,45,52,30.8,16,6,Maintenance Window,Low
2025-01-05 16:50:00,Service Corridor,233,500,0.466,13.2,58,81,28.4,16,6,Normal Day,Low
2025-01-05 17:00:00,Emergency Exit,240,600,0.4,12.3,47,89,18.8,17,6,Normal Day,Low
2025-01-05 17:10:00,Main Hall,1384,4000,0.346,14.3,62,64,28.6,17,6,Normal Day,Low
2025-01-05 17:20:00,Service Corridor,445,500,0.89,23.0,112,108,23.8,17,6,Special Event,High
2025-01-05 17:30:00,Parking Area,1255,1500,0.837,23.2,101,60,38.9,17,6,Peak Hour,High
2025-01-05 17:40:00,Food Court,1202,1200,1.002,23.1,105,92,44.3,17,6,Special Event,High
2025-01-05 17:50:00,Prayer Area,835,800,1.044,28.1,100,104,22.5,17,6,Special Event,High
2025-01-05 18:00:00,Service Corridor,178,500,0.356,10.8,84,67,33.6,18,6,Peak Hour,Low
2025-01-05 18:10:00,Gate A,666,1000,0.666,18.7,81,90,25.7,18,6,Peak Hour,High
2025-01-05 18:20:00,Prayer Area,354,800,0.443,9.8,73,112,40.9,18,6,Weather Disruption,Low
2025-01-05 18:30:00,Service Corridor,246,500,0.492,14.5,72,59,31.8,18,6,Normal Day,Medium
2025-01-05 18:40:00,Emergency Exit,347,600,0.578,16.8,87,91,42.9,18,6,Weather Disruption,Medium
2025-01-05 18:50:00,Service Corridor,456,500,0.912,22.3,87,72,30.3,18,6,Peak Hour,High
2025-01-05 19:00:00,Main Hall,2447,4000,0.612,18.0,49,75,29.3,19,6,Peak Hour,Medium
2025-01-05 19:10:00,Parking Area,778,1500,0.519,13.4,98,92,41.8,19,6,Weather Disruption,Medium
2025-01-05 19:20:00,Parking Area,387,1500,0.258,13.5,9,0,20.3,19,6,Maintenance Window,Low
2025-01-05 19:30:00,Food Court,507,1200,0.422,11.1,46,20,36.0,19,6,Peak Hour,Medium
2025-01-05 19:40:00,Food Court,299,1200,0.249,4.9,28,28,34.3,19,6,Normal Day,Low
2025-01-05 19:50:00,Emergency Exit,168,600,0.28,10.2,42,40,40.2,19,6,Normal Day,Low
2025-01-05 20:00:00,Parking Area,1253,1500,0.835,18.0,97,72,28.9,20,6,Special Event,High
2025-01-05 20:10:00,Food Court,770,1200,0.642,19.6,72,62,25.5,20,6,Peak Hour,Medium
2025-01-05 20:20:00,Main Hall,1395,4000,0.349,8.1,52,30,24.0,20,6,Normal Day,Low
2025-01-05 20:30:00,Prayer Area,359,800,0.449,15.6,61,44,27.3,20,6,Normal Day,Medium
2025-01-05 20:40:00,Food Court,364,1200,0.303,12.0,42,48,38.0,20,6,Normal Day,Low
2025-01-05 20:50:00,Gate B,629,1000,0.629,13.4,68,42,25.7,20,6,Peak Hour,Medium
2025-01-05 21:00:00,Service Corridor,391,500,0.782,22.1,98,45,30.4,21,6,Special Event,High
2025-01-05 21:10:00,Main Hall,1974,4000,0.493,18.6,59,44,27.4,21,6,Maintenance Window,Medium
2025-01-05 21:20:00,Service Corridor,270,500,0.54,17.0,61,85,38.5,21,6,Weather Disruption,Medium
2025-01-05 21:30:00,Emergency Exit,309,600,0.515,18.2,71,89,38.9,21,6,Weather Disruption,Medium
2025-01-05 21:40:00,Gate B,616,1000,0.616,21.1,85,116,43.3,21,6,Weather Disruption,High
2025-01-05 21:50:00,Parking Area,1260,1500,0.84,24.1,101,73,31.3,21,6,Special Event,High
2025-01-05 22:00:00,Emergency Exit,104,600,0.173,8.9,35,31,26.2,22,6,Normal Day,Low
2025-01-05 22:10:00,Prayer Area,312,800,0.39,13.6,43,60,35.6,22,6,Maintenance Window,Low
2025-01-05 22:20:00,Prayer Area,296,800,0.37,15.5,119,102,19.4,22,6,Special Event,Medium
2025-01-05 22:30:00,Service Corridor,104,500,0.208,10.5,48,41,26.8,22,6,Normal Day,Low
2025-01-05 22:40:00,Prayer Area,364,800,0.455,13.0,96,78,22.9,22,6,Special Event,Medium
2025-01-05 22:50:00,Gate A,394,1000,0.394,10.8,73,86,43.6,22,6,Weather Disruption,Low
2025-01-05 23:00:00,Service Corridor,240,500,0.48,9.4,107,65,32.1,23,6,Peak Hour,Medium
2025-01-05 23:10:00,Emergency Exit,301,600,0.502,17.5,70,58,27.2,23,6,Special Event,Medium
2025-01-05 23:20:00,Gate A,556,1000,0.556,15.2,89,94,33.5,23,6,Weather Disruption,Medium
2025-01-05 23:30:00,Gate A,477,1000,0.477,15.8,96,52,21.7,23,6,Special Event,High
2025-01-05 23:40:00,Emergency Exit,278,600,0.463,16.5,55,32,46.4,23,6,Weather Disruption,High
2025-01-05 23:50:00,Gate B,162,1000,0.162,6.0,24,41,26.1,23,6,Normal Day,Low
2025-01-06 00:00:00,Main Hall,1299,4000,0.325,9.9,33,25,29.1,0,0,Peak Hour,Low
2025-01-06 00:10:00,Gate B,409,1000,0.409,15.5,71,73,35.1,0,0,Normal Day,Low
2025-01-06 00:20:00,Main Hall,1837,4000,0.459,9.1,75,63,25.9,0,0,Special Event,Medium
2025-01-06 00:30:00,Main Hall,80,4000,0.02,8.6,42,25,30.0,0,0,Maintenance Window,Low
2025-01-06 00:40:00,Prayer Area,230,800,0.287,13.6,36,38,29.9,0,0,Normal Day,Low
2025-01-06 00:50:00,Parking Area,328,1500,0.219,8.9,21,36,25.1,0,0,Maintenance Window,Low
2025-01-06 01:00:00,Food Court,725,1200,0.604,10.9,111,82,36.1,1,0,Special Event,Medium
2025-01-06 01:10:00,Gate A,656,1000,0.656,17.6,100,105,40.1,1,0,Weather Disruption,High
2025-01-06 01:20:00,Food Court,230,1200,0.192,5.3,34,37,28.9,1,0,Normal Day,Low
2025-01-06 01:30:00,Gate B,157,1000,0.157,5.3,20,57,31.5,1,0,Normal Day,Low
2025-01-06 01:40:00,Emergency Exit,336,600,0.56,17.8,92,97,41.6,1,0,Special Event,Medium
2025-01-06 01:50:00,Service Corridor,84,500,0.168,12.5,58,58,30.2,1,0,Normal Day,Low
2025-01-06 02:00:00,Gate A,434,1000,0.434,12.8,86,69,28.8,2,0,Peak Hour,Medium
2025-01-06 02:10:00,Food Court,582,1200,0.485,16.4,67,66,26.5,2,0,Normal Day,Medium
2025-01-06 02:20:00,Prayer Area,247,800,0.309,9.8,71,51,37.4,2,0,Peak Hour,Low
2025-01-06 02:30:00,Gate A,620,1000,0.62,17.9,84,71,30.1,2,0,Special Event,Medium
2025-01-06 02:40:00,Main Hall,2200,4000,0.55,17.3,102,76,32.3,2,0,Special Event,High
2025-01-06 02:50:00,Service Corridor,210,500,0.42,16.5,51,45,37.9,2,0,Peak Hour,Low
2025-01-06 03:00:00,Food Court,390,1200,0.325,16.0,67,71,44.8,3,0,Weather Disruption,Medium
2025-01-06 03:10:00,Food Court,278,1200,0.232,10.6,35,0,29.7,3,0,Normal Day,Low
2025-01-06 03:20:00,Service Corridor,165,500,0.33,8.5,38,5,24.5,3,0,Normal Day,Low
2025-01-06 03:30:00,Emergency Exit,341,600,0.568,16.2,72,58,48.3,3,0,Weather Disruption,High
2025-01-06 03:40:00,Service Corridor,238,500,0.476,9.2,45,35,29.6,3,0,Normal Day,Low
2025-01-06 03:50:00,Gate A,527,1000,0.527,12.4,80,95,38.0,3,0,Weather Disruption,Medium
2025-01-06 04:00:00,Food Court,690,1200,0.575,18.2,87,84,37.1,4,0,Peak Hour,High
2025-01-06 04:10:00,Service Corridor,60,500,0.12,4.8,29,34,27.6,4,0,Maintenance Window,Low
2025-01-06 04:20:00,Service Corridor,245,500,0.49,14.1,71,42,28.0,4,0,Special Event,Medium
2025-01-06 04:30:00,Main Hall,1405,4000,0.351,10.1,35,46,26.4,4,0,Maintenance Window,Low
2025-01-06 04:40:00,Emergency Exit,378,600,0.63,19.7,95,64,44.8,4,0,Weather Disruption,High
2025-01-06 04:50:00,Service Corridor,304,500,0.608,17.5,80,74,28.4,4,0,Peak Hour,High
2025-01-06 05:00:00,Food Court,829,1200,0.691,25.3,91,73,25.6,5,0,Special Event,High
2025-01-06 05:10:00,Service Corridor,276,500,0.552,18.7,67,84,42.1,5,0,Weather Disruption,High
2025-01-06 05:20:00,Emergency Exit,455,600,0.758,23.8,71,58,29.5,5,0,Normal Day,High
2025-01-06 05:30:00,Gate B,794,1000,0.794,23.8,72,69,23.8,5,0,Peak Hour,High
2025-01-06 05:40:00,Gate A,350,1000,0.35,14.4,49,61,25.1,5,0,Maintenance Window,Low
2025-01-06 05:50:00,Service Corridor,167,500,0.334,13.6,58,76,43.5,5,0,Weather Disruption,Low
2025-01-06 06:00:00,Gate A,325,1000,0.325,5.6,50,44,27.8,6,0,Normal Day,Low
2025-01-06 06:10:00,Emergency Exit,432,600,0.72,16.9,102,92,31.9,6,0,Peak Hour,Medium
2025-01-06 06:20:00,Emergency Exit,309,600,0.515,20.6,63,49,31.7,6,0,Normal Day,High
2025-01-06 06:30:00,Prayer Area,680,800,0.85,20.5,93,90,32.0,6,0,Peak Hour,High
2025-01-06 06:40:00,Main Hall,2994,4000,0.749,24.1,108,145,38.7,6,0,Weather Disruption,High
2025-01-06 06:50:00,Main Hall,1602,4000,0.401,9.9,28,38,29.1,6,0,Maintenance Window,Low
2025-01-06 07:00:00,Parking Area,1163,1500,0.775,25.0,58,65,41.5,7,0,Weather Disruption,High
2025-01-06 07:10:00,Food Court,958,1200,0.798,21.6,129,146,25.9,7,0,Special Event,High
2025-01-06 07:20:00,Emergency Exit,567,600,0.945,26.0,115,128,35.5,7,0,Special Event,High
2025-01-06 07:30:00,Gate A,547,1000,0.547,17.0,74,81,31.0,7,0,Normal Day,Medium
2025-01-06 07:40:00,Food Court,516,1200,0.43,11.5,35,62,32.5,7,0,Normal Day,Low
2025-01-06 07:50:00,Prayer Area,615,800,0.769,23.9,78,66,34.3,7,0,Peak Hour,High
2025-01-06 08:00:00,Gate A,683,1000,0.683,18.6,75,81,47.6,8,0,Weather Disruption,High
2025-01-06 08:10:00,Prayer Area,485,800,0.606,15.7,79,83,38.9,8,0,Maintenance Window,Medium
2025-01-06 08:20:00,Gate B,464,1000,0.464,12.3,55,73,29.9,8,0,Normal Day,Low
2025-01-06 08:30:00,Parking Area,1627,1500,1.085,31.5,106,78,31.9,8,0,Special Event,High
2025-01-06 08:40:00,Main Hall,1289,4000,0.322,10.3,34,30,38.0,8,0,Normal Day,Low
2025-01-06 08:50:00,Main Hall,2843,4000,0.711,17.2,92,89,32.2,8,0,Peak Hour,High
2025-01-06 09:00:00,Food Court,1172,1200,0.977,24.6,110,69,30.0,9,0,Peak Hour,High
2025-01-06 09:10:00,Gate B,199,1000,0.199,8.5,19,29,33.9,9,0,Maintenance Window,Low
2025-01-06 09:20:00,Gate A,1134,1000,1.134,33.0,94,90,34.8,9,0,Special Event,High
2025-01-06 09:30:00,Prayer Area,490,800,0.613,13.9,57,59,33.6,9,0,Normal Day,Low
2025-01-06 09:40:00,Main Hall,1604,4000,0.401,15.8,78,54,31.6,9,0,Maintenance Window,Low
2025-01-06 09:50:00,Service Corridor,360,500,0.72,17.8,79,65,31.6,9,0,Peak Hour,High
2025-01-06 10:00:00,Food Court,1088,1200,0.907,26.1,109,113,26.5,10,0,Special Event,High
2025-01-06 10:10:00,Food Court,673,1200,0.561,16.8,47,33,38.8,10,0,Maintenance Window,Medium
2025-01-06 10:20:00,Gate B,1135,1000,1.135,23.4,138,128,34.5,10,0,Special Event,High
2025-01-06 10:30:00,Emergency Exit,236,600,0.393,12.2,37,47,34.0,10,0,Normal Day,Low
2025-01-06 10:40:00,Prayer Area,942,800,1.177,29.0,113,104,28.1,10,0,Special Event,High
2025-01-06 10:50:00,Parking Area,1441,1500,0.961,27.0,125,88,33.4,10,0,Special Event,High
2025-01-06 11:00:00,Parking Area,879,1500,0.586,19.3,63,100,26.5,11,0,Maintenance Window,Medium
2025-01-06 11:10:00,Main Hall,3447,4000,0.862,15.9,91,67,33.9,11,0,Peak Hour,High
2025-01-06 11:20:00,Gate A,606,1000,0.606,19.5,48,41,18.9,11,0,Normal Day,Medium
2025-01-06 11:30:00,Parking Area,637,1500,0.425,10.5,37,16,30.9,11,0,Maintenance Window,Low
2025-01-06 11:40:00,Food Court,501,1200,0.417,8.6,35,29,28.0,11,0,Maintenance Window,Low
2025-01-06 11:50:00,Gate B,1192,1000,1.192,27.3,131,122,26.0,11,0,Special Event,High
2025-01-06 12:00:00,Gate B,370,1000,0.37,13.5,54,52,29.8,12,0,Normal Day,Low
2025-01-06 12:10:00,Prayer Area,331,800,0.414,13.6,49,30,25.5,12,0,Maintenance Window,Low
2025-01-06 12:20:00,Food Court,905,1200,0.754,21.0,95,91,24.0,12,0,Peak Hour,High
2025-01-06 12:30:00,Parking Area,1658,1500,1.105,31.3,109,74,33.6,12,0,Peak Hour,High
2025-01-06 12:40:00,Service Corridor,232,500,0.464,13.7,57,64,32.5,12,0,Normal Day,Low
2025-01-06 12:50:00,Emergency Exit,620,600,1.033,34.2,104,85,34.1,12,0,Weather Disruption,High
2025-01-06 13:00:00,Gate A,389,1000,0.389,12.2,54,72,28.3,13,0,Normal Day,Low
2025-01-06 13:10:00,Service Corridor,335,500,0.67,18.5,68,62,25.8,13,0,Normal Day,High
2025-01-06 13:20:00,Parking Area,891,1500,0.594,21.6,43,35,30.8,13,0,Normal Day,Medium
2025-01-06 13:30:00,Main Hall,2051,4000,0.513,12.3,57,62,34.7,13,0,Normal Day,Low
2025-01-06 13:40:00,Main Hall,3723,4000,0.931,23.9,86,78,28.3,13,0,Peak Hour,High
2025-01-06 13:50:00,Prayer Area,393,800,0.491,15.9,46,25,28.9,13,0,Maintenance Window,Medium
2025-01-06 14:00:00,Main Hall,3472,4000,0.868,25.9,80,71,45.3,14,0,Weather Disruption,High
2025-01-06 14:10:00,Gate B,509,1000,0.509,14.9,56,67,42.7,14,0,Normal Day,Low
2025-01-06 14:20:00,Food Court,1037,1200,0.864,21.6,126,114,8.1,14,0,Special Event,High
2025-01-06 14:30:00,Prayer Area,504,800,0.63,22.4,43,53,30.0,14,0,Peak Hour,Medium
2025-01-06 14:40:00,Prayer Area,964,800,1.205,31.6,130,103,20.7,14,0,Special Event,High
2025-01-06 14:50:00,Parking Area,1421,1500,0.947,18.9,71,59,30.0,14,0,Weather Disruption,High
2025-01-06 15:00:00,Prayer Area,485,800,0.606,19.7,89,83,37.1,15,0,Weather Disruption,Medium
2025-01-06 15:10:00,Prayer Area,312,800,0.39,13.1,49,55,28.7,15,0,Maintenance Window,Low
2025-01-06 15:20:00,Service Corridor,188,500,0.376,13.2,40,30,32.6,15,0,Maintenance Window,Low
2025-01-06 15:30:00,Main Hall,2015,4000,0.504,14.2,51,44,21.8,15,0,Normal Day,Medium
2025-01-06 15:40:00,Emergency Exit,294,600,0.49,13.2,76,72,25.6,15,0,Maintenance Window,Low
2025-01-06 15:50:00,Parking Area,859,1500,0.573,20.7,59,45,39.1,15,0,Maintenance Window,Medium
2025-01-06 16:00:00,Emergency Exit,323,600,0.538,17.8,82,90,28.0,16,0,Maintenance Window,Medium
2025-01-06 16:10:00,Prayer Area,561,800,0.701,22.9,93,98,33.0,16,0,Weather Disruption,High
2025-01-06 16:20:00,Food Court,1221,1200,1.018,26.9,102,102,14.3,16,0,Special Event,High
2025-01-06 16:30:00,Food Court,664,1200,0.553,15.4,78,73,43.2,16,0,Weather Disruption,High
2025-01-06 16:40:00,Food Court,1274,1200,1.062,27.4,163,141,31.0,16,0,Special Event,High
2025-01-06 16:50:00,Prayer Area,404,800,0.505,11.1,15,16,36.9,16,0,Maintenance Window,Low
2025-01-06 17:00:00,Emergency Exit,306,600,0.51,16.6,90,44,35.7,17,0,Peak Hour,High
2025-01-06 17:10:00,Gate A,412,1000,0.412,15.0,52,70,20.9,17,0,Maintenance Window,Low
2025-01-06 17:20:00,Parking Area,636,1500,0.424,14.5,57,79,35.7,17,0,Normal Day,Low
2025-01-06 17:30:00,Main Hall,3190,4000,0.797,21.0,110,32,42.1,17,0,Special Event,High
2025-01-06 17:40:00,Prayer Area,536,800,0.67,17.7,64,58,38.3,17,0,Normal Day,Medium
2025-01-06 17:50:00,Emergency Exit,291,600,0.485,16.4,46,68,42.7,17,0,Maintenance Window,Medium
2025-01-06 18:00:00,Emergency Exit,417,600,0.695,23.2,78,61,22.3,18,0,Peak Hour,High
2025-01-06 18:10:00,Emergency Exit,492,600,0.82,27.3,114,80,26.4,18,0,Special Event,High
2025-01-06 18:20:00,Food Court,760,1200,0.633,16.6,98,85,40.0,18,0,Weather Disruption,High
2025-01-06 18:30:00,Gate B,734,1000,0.734,21.4,95,55,33.5,18,0,Special Event,High
2025-01-06 18:40:00,Service Corridor,179,500,0.358,9.0,48,40,24.9,18,0,Normal Day,Low
2025-01-06 18:50:00,Service Corridor,191,500,0.382,15.1,54,49,31.4,18,0,Maintenance Window,Low
2025-01-06 19:00:00,Service Corridor,398,500,0.796,20.4,85,74,29.0,19,0,Special Event,High
2025-01-06 19:10:00,Gate B,732,1000,0.732,27.7,83,60,24.5,19,0,Peak Hour,High
2025-01-06 19:20:00,Main Hall,2077,4000,0.519,14.9,51,60,26.1,19,0,Peak Hour,Medium
2025-01-06 19:30:00,Main Hall,2187,4000,0.547,15.2,81,77,37.2,19,0,Peak Hour,Medium
2025-01-06 19:40:00,Emergency Exit,276,600,0.46,15.8,45,65,35.4,19,0,Maintenance Window,Medium
2025-01-06 19:50:00,Parking Area,280,1500,0.187,7.3,47,48,35.7,19,0,Maintenance Window,Low
2025-01-06 20:00:00,Gate A,669,1000,0.669,15.6,89,82,29.8,20,0,Weather Disruption,High
2025-01-06 20:10:00,Prayer Area,464,800,0.58,22.8,81,129,38.9,20,0,Weather Disruption,High
2025-01-06 20:20:00,Emergency Exit,282,600,0.47,12.8,45,70,35.8,20,0,Normal Day,Medium
2025-01-06 20:30:00,Emergency Exit,311,600,0.518,15.2,88,120,39.8,20,0,Weather Disruption,High
2025-01-06 20:40:00,Emergency Exit,298,600,0.497,17.4,101,142,43.9,20,0,Weather Disruption,Medium
2025-01-06 20:50:00,Parking Area,891,1500,0.594,22.1,86,98,38.3,20,0,Weather Disruption,High
2025-01-06 21:00:00,Service Corridor,207,500,0.414,12.6,74,108,36.8,21,0,Weather Disruption,Medium
2025-01-06 21:10:00,Food Court,862,1200,0.718,23.9,126,110,32.9,21,0,Special Event,High
2025-01-06 21:20:00,Food Court,804,1200,0.67,18.9,102,94,28.5,21,0,Special Event,High
2025-01-06 21:30:00,Service Corridor,420,500,0.84,18.9,74,45,29.5,21,0,Peak Hour,High
2025-01-06 21:40:00,Gate A,330,1000,0.33,12.8,38,35,29.9,21,0,Normal Day,Low
2025-01-06 21:50:00,Prayer Area,139,800,0.174,10.1,46,59,20.8,21,0,Normal Day,Low
2025-01-06 22:00:00,Food Court,137,1200,0.114,10.2,33,49,33.6,22,0,Weather Disruption,Low
2025-01-06 22:10:00,Gate A,20,1000,0.02,6.5,1,8,29.0,22,0,Maintenance Window,Low
2025-01-06 22:20:00,Emergency Exit,409,600,0.682,14.7,119,93,23.0,22,0,Special Event,High
2025-01-06 22:30:00,Gate A,517,1000,0.517,19.0,44,44,30.6,22,0,Normal Day,Medium
2025-01-06 22:40:00,Emergency Exit,366,600,0.61,16.8,97,105,30.0,22,0,Special Event,Medium
2025-01-06 22:50:00,Emergency Exit,248,600,0.413,8.9,65,82,29.0,22,0,Peak Hour,Low
2025-01-06 23:00:00,Gate A,342,1000,0.342,11.0,42,47,27.5,23,0,Normal Day,Low
2025-01-06 23:10:00,Main Hall,1825,4000,0.456,13.1,59,35,39.1,23,0,Weather Disruption,High
2025-01-06 23:20:00,Parking Area,71,1500,0.047,5.7,29,46,33.0,23,0,Maintenance Window,Low
2025-01-06 23:30:00,Service Corridor,153,500,0.306,6.5,65,75,29.8,23,0,Weather Disruption,Low
2025-01-06 23:40:00,Emergency Exit,168,600,0.28,7.6,32,52,22.4,23,0,Normal Day,Low
2025-01-06 23:50:00,Main Hall,1662,4000,0.415,8.0,70,84,31.3,23,0,Weather Disruption,Medium
2025-01-07 00:00:00,Emergency Exit,223,600,0.372,14.7,41,41,38.1,0,1,Peak Hour,Medium
2025-01-07 00:10:00,Prayer Area,412,800,0.515,13.4,89,85,26.0,0,1,Special Event,Medium
2025-01-07 00:20:00,Gate A,202,1000,0.202,4.4,15,29,29.7,0,1,Maintenance Window,Low
2025-01-07 00:30:00,Emergency Exit,391,600,0.652,17.9,88,67,24.0,0,1,Special Event,High
2025-01-07 00:40:00,Gate A,629,1000,0.629,16.2,82,65,35.5,0,1,Special Event,High
2025-01-07 00:50:00,Gate B,438,1000,0.438,15.1,98,109,41.2,0,1,Weather Disruption,Medium
2025-01-07 01:00:00,Parking Area,238,1500,0.159,4.2,22,37,31.5,1,1,Normal Day,Low
2025-01-07 01:10:00,Food Court,625,1200,0.521,12.8,87,65,25.9,1,1,Normal Day,Low
2025-01-07 01:20:00,Prayer Area,236,800,0.295,7.3,47,63,41.6,1,1,Weather Disruption,Medium
2025-01-07 01:30:00,Parking Area,881,1500,0.587,13.0,92,68,32.3,1,1,Special Event,High
2025-01-07 01:40:00,Main Hall,1304,4000,0.326,14.2,68,65,34.5,1,1,Weather Disruption,Low
2025-01-07 01:50:00,Main Hall,1978,4000,0.494,15.4,75,107,36.5,1,1,Peak Hour,Low
2025-01-07 02:00:00,Gate A,422,1000,0.422,13.7,62,72,45.3,2,1,Weather Disruption,Low
2025-01-07 02:10:00,Gate B,390,1000,0.39,11.3,101,124,42.7,2,1,Weather Disruption,Low
2025-01-07 02:20:00,Gate A,113,1000,0.113,8.8,47,72,28.9,2,1,Normal Day,Low
2025-01-07 02:30:00,Service Corridor,293,500,0.586,12.5,94,79,24.7,2,1,Peak Hour,Low
2025-01-07 02:40:00,Main Hall,2487,4000,0.622,22.7,86,125,37.8,2,1,Weather Disruption,High
2025-01-07 02:50:00,Main Hall,1545,4000,0.386,10.5,40,65,34.8,2,1,Weather Disruption,Low
2025-01-07 03:00:00,Service Corridor,142,500,0.284,15.5,78,52,28.2,3,1,Normal Day,Low
2025-01-07 03:10:00,Gate A,515,1000,0.515,13.4,77,72,46.1,3,1,Weather Disruption,Medium
2025-01-07 03:20:00,Food Court,24,1200,0.02,4.2,60,86,20.8,3,1,Maintenance Window,Low
2025-01-07 03:30:00,Service Corridor,343,500,0.686,19.8,71,75,25.0,3,1,Weather Disruption,High
2025-01-07 03:40:00,Service Corridor,308,500,0.616,11.7,78,84,22.7,3,1,Peak Hour,Medium
2025-01-07 03:50:00,Gate A,687,1000,0.687,18.4,80,99,31.4,3,1,Weather Disruption,High
2025-01-07 04:00:00,Emergency Exit,304,600,0.507,17.7,84,74,38.7,4,1,Weather Disruption,High
2025-01-07 04:10:00,Emergency Exit,347,600,0.578,16.1,82,40,37.1,4,1,Peak Hour,Medium
2025-01-07 04:20:00,Gate B,487,1000,0.487,12.8,97,100,31.0,4,1,Peak Hour,Medium
2025-01-07 04:30:00,Main Hall,2245,4000,0.561,14.4,96,69,37.4,4,1,Peak Hour,Medium
2025-01-07 04:40:00,Parking Area,530,1500,0.353,11.8,37,38,34.5,4,1,Maintenance Window,Low
